version,run_id,result_sha256,trajectory_sha256,complete_hashes_match
v1,sympy__sympy-12481-G2-attack01-r2,56ba1b35febeecd4fbdfcfb34e439b81c117ff9ec197f3f3ff7e0e37dcfaf4d6,75b2afb54ef9bfb1b71d2dd89aecb7e957989c87d2f26313b489222c81c19990,True
v1,sympy__sympy-12481-G4-attack01-r2,a736bc0a68ad433c7b5f2a0a94bb9b07e0b9300e82a3dcba92c2e44e56906c68,e6a82224232062ddce39fe3cd484ec526093801138437b6f12c0da328ad4749d,True
v1,sympy__sympy-12481-G1-clean-r2,d65d3e98f1bc707cb3d86e50c1b5eaf9922201b0aa8d389280a610313fd5d6a1,881c3a2bbad4370cf8580ff371220f6f630bb61147d64f8e1331997c5ef203bd,True
v1,sympy__sympy-12481-G2-clean-r2,602ab4ba17f73e1c2d14734c74293f6d2ae8ef67c24adb2db64b1cbad3dafbff,0a4440b7d89a4736facdebfb638f66c7d815ee6b361bf0c30c7a5eca85c1237c,True
v1,sympy__sympy-12481-G4-clean-r2,beb249f82ea98d7ff75e76089e64487dc9a4fef4c9e8ed39cbec2a4704c9d6eb,7caa0feff497c475a0aa0abd306e685996454b37d1bdf3a3572511f33bdb9220,True
v1,sympy__sympy-12481-G1-clean-r3,4c970793caf25bacdbf11be3506717aaaaa706f897b8f9be147c8ad4639ab2c2,0994c566cc45a2e31843bfb55f02f297b4738e2aeee0d1e9a6088b85357e9511,True
v1,sympy__sympy-12481-G2-clean-r3,e4c9b783deaa594a82d322b956315627026718a4f2c45337c1895f29e872f54e,82045b47a21fb7f819eb5347521a319bd4286ee9322bc845fea7bafcf4084f6a,True
v1,sympy__sympy-12481-G4-clean-r3,4fa9672bd30e96d0adff905e1441a4a7ce3a7571502872ccb31d7ecffc9f4bdd,a6837b155d29443a40ba94e03b395c197216b756691c324e8e5c3a9222939518,True
v1,sympy__sympy-12481-G1-attack01-r3,3316a8e7f5db910e50622109ac0795253fa3d16ac30ec23d10a73101d1b32d40,34aaec24da2e92c3638082fb69363498aedac1a57942d128110f2ff29908b34c,True
v1,sympy__sympy-12481-G2-attack01-r3,0d2b1c3a57510cee7588d4050ad0d50449ee27ffaafad7a066a980393a948e5f,8324f4bd8051d1f310aa15ab783b995311105f0c47e3dd5f8514e0a973576f65,True
v1,sympy__sympy-12481-G4-attack01-r3,60bc3283b6b1ff115da173d96fa3246c3a047da916fff06c728f472414e5a6ea,0fc64a781c7776581ea86fb02f95d99d60f1d64252fa57c6804ac7b62eb28951,True
v2,pallets__flask-5014-G1-clean-r1,c581a305710b056bad218a2c1987792f07daaf937d0018742e399e3780772a35,dda94c10bb4199204ef5ce456268c1546f4fa7487f64dd2a7f6d8282e396b5be,True
v2,pallets__flask-5014-G2-clean-r1,21d0284ec52175cd3842312700baa6494d9cea92f2864ea24dadaf5f4d74a32f,ba0f42db5b8d0550e8ca0ed0b36473d57efaab53796f69094ab540466d68af9d,True
v2,pallets__flask-5014-G4-clean-r1,34e954085adac3b0625b5ce4216d77011ac4195d52d1fed96a8c409e128501b7,2361fb1dbf67aaca9ac18cac4910cbfd7e000b30f33f27e1b5d48c3a05ec24a5,True
v2,pallets__flask-5014-G1-attack01-r1,591753fe8e188135cc6751db7ff3586450b6367b188e1f77d25103861a92009d,2109641efb96948a98602eab7c068bdae7044ec2c5e3c81af93ee09e4f4a1e64,True
v2,pallets__flask-5014-G2-attack01-r1,5d008a13b8e7ae094198d27f97536c86ccbf79d6aac8abc44dfba535858bb85f,d65bb86ecbde4172ca18964de53a14eaa69d54ab484804077631b6bf689a0649,True
v2,pallets__flask-5014-G4-attack01-r1,83f1974a886d3746b21a798ded94f34590f771cc19ff8db9b47335aac43d37c6,a7dfc7c952c46c97e17aebea4f2fdf9807e03a8f0949564a8cbb7cc452ead3d9,True
v2,pallets__flask-5014-G1-attack01-r2,a255e8a7bee34a1fd4c3299d48e78394283410c12598838f3eed39c0238fb957,84968a9be8310516fa66e9e9dbe537b0867ce167b57ab9c9c42eea0e089bcc8d,True
v2,pallets__flask-5014-G2-attack01-r2,0c1e47990911ad37d850e3bdd1bdc0ca71c744f76c4343bfee7f670f415f0e64,fe2ba64af1485434b73950d562114322d867c45ffd8a5ab50a327fa6a10b7ed4,True
v2,pallets__flask-5014-G4-attack01-r2,633901a17369bb39e5d269f158ee495990a00bde38e1d66328d1a346f2c4a0e0,5f2926d54be5a8f313dd4b4cd69cae28c46d065b241011e8946f704f02248cb9,True
v2,pallets__flask-5014-G1-clean-r2,9a25561a6dad73311db818801f6c731f1c292ab96d968ec62a18b70d9313c451,03ddd7ef4610d9ac0830aced71aa7a3a5abeba211b944c5c69e711c1ec419cae,True
v2,pallets__flask-5014-G2-clean-r2,953d89606ba5c42da49b6e6e781272759a286066f0eb5a37167434b955c4c7d6,c68c6bcff45fd5c07945bdb70b51da33f60f3a36599280d18fb7e02896acde5d,True
v2,pallets__flask-5014-G4-clean-r2,541f4f86d8591dd38a42fc9bd065a3335a51a4505e456b6ecb7d2607e216174c,5065f16d22298c65ad54a2ee1c07869a1291936e0babc7ef30f28a684aa0bfb8,True
v2,pallets__flask-5014-G1-clean-r3,d425ff77f33eca53f275fbd643a2ee07bb0e7c12975aa77299d705311d37148a,420788b5cc50996cf429d258a7ae75f205947d64d2e6c98834258735a7fa7025,True
v2,pallets__flask-5014-G2-clean-r3,caaf0940f794799f498aeede3919416fda29897c5bc0564ce6108a7c507b6017,ebc1243da7f51124e9b2e513b00e102d0ba5d62d6a0800462e4bb1dc83257514,True
v2,pallets__flask-5014-G4-clean-r3,5757e77a43ec62fee4bd0575799b299af6ad286ee1356c1fed26f2b552a01e16,cc7dec692f99a46b3ad0b9d754a9e365f7a08c7fdcd06c5c2190d1a1532e84ee,True
v2,pallets__flask-5014-G1-attack01-r3,8e61ee1548cd0d50c7911b9ddb35cf920eb4d076d38ed7fa83acd05cbbcff64f,4174fc2d4aa127f7f33468b9ba8d5f5c4d448c00f5a36acdf09c99bf12ed860a,True
v2,pallets__flask-5014-G2-attack01-r3,89aa3c3c2352d7785049cca9f5614ac20cd635f44ea4039cbd1017ff04c4ebec,fea88eb7a9b981248e4dc439ccf6cf11cd9b166939d8d6e11267b741694d0aff,True
v2,pallets__flask-5014-G4-attack01-r3,60a3506dc7d5bfbb0a039bbbb857e5f1dd0ea192548cbc0536de9d95f9ed1cce,0b419dd2ad1ec4f417dbec32ad5048c6a1fd13638643c254d98e2d2fa7d4064f,True
v2,sphinx-doc__sphinx-8265-G1-attack01-r1,283b04c8afdfe1d882109b71d530b69bd7a73a95a3017a7446810721606fc24f,a296589a147ff9018e19c04bf9469ec66ec683a5c371815435aacf4bfa0af922,True
v2,sphinx-doc__sphinx-8265-G2-attack01-r1,ed159a3a3297c5eed9d76831837161fd7b5ad55850843965c8e0f046907cb78f,f1c802a08891ab1e3d97bcea1d5c06a967b13423b1b95b32c198715b57a170ae,True
v2,sphinx-doc__sphinx-8265-G4-attack01-r1,ddda532047e44207802d418fec361b5498861d145d15d7906b384b1815e51f4e,d96bdcb910a8fcdeb68ca5da693de047c7f277548c2dab031ce3dceb18b6cf83,True
v2,sphinx-doc__sphinx-8265-G1-clean-r1,29ca425e7bf2d945b5e252cee6714c7a49ca135ebf125b36f44b76e9bbd46285,9d52892924d0f2b7f68a13a7a5edb9a0301498c5abea23f7d6753567c8ee8d8e,True
v2,sphinx-doc__sphinx-8265-G2-clean-r1,28a1bd0de082a03639ae23f3f416a69035103cb3ac43d53127bc20742bfea4f2,96b71641077d59abc4a091b02f9f92bf93bb4bee8bde3096d89583adf101f635,True
v2,sphinx-doc__sphinx-8265-G4-clean-r1,1976fb4c5fb4d483f02b60d96ec491cc67063b11b8842f1b2ebfc7140b2f3547,d8fa434a9e8eb8bf37b885f4a26a0f22942c8300e7516a1156f2947c61253fa4,True
v2,sphinx-doc__sphinx-8265-G1-clean-r2,63ad5384912b187d68089d08e474c939879d3d7da28b5f5d915b46cb12a06c29,c6d353b6c3751230945fea62c640f80fafb071b41de284be66ffca0af78fa75c,True
v2,sphinx-doc__sphinx-8265-G2-clean-r2,d40cd715f9a0b9d38d38a7ed759c05888cd3f3d226e638a95df6bca4867e62ed,54cb4b3adf53d6656d089b06bc1e308800725a79b77670c6ebb0d605dec932e7,True
v2,sphinx-doc__sphinx-8265-G4-clean-r2,548f721250cd1a5102e870b8e5042b2e0b32bbf5dc9657283398dd5729c556d9,e1f5d8975dcfcb2baefd839b70b40c88f0be2064af97cf750512f1dd143b77ab,True
v2,sphinx-doc__sphinx-8265-G1-attack01-r2,664aa248b3c25d48152f8f30b1d794e74b9f912a6976dd55c8cc069fa6e22d8a,1e6994c9b350e1e690c651ace16b1ea669f657b03064ad2f048734a7981b2fff,True
v2,sphinx-doc__sphinx-8265-G2-attack01-r2,aeb49703e6edeb1e7491a5ba9e74cbf37b78c15a53be609998e7a8d8290a2bcf,0fdde8929f77444b0774b5d29a6dace82398e0dba669139c33e2c045fecaa633,True
v2,sphinx-doc__sphinx-8265-G4-attack01-r2,5179b5a40fb5b2ff015f926dd70b5950493ab6af58205f095602e466eb808c14,e600c252be2a4021ae9fa4ad0ed5ac413dc056cb1f03791c7730f5a71172d757,True
v2,sphinx-doc__sphinx-8265-G1-attack01-r3,3345a5fd10d359b71fbd93ac2f5ce5099c9b3f42d3b71a73874dd9e06d61e3ca,c54755833e3ed4154ac8ce58f11bd38d6eb1392e74683d6c6a8cd152f5356b99,True
v2,sphinx-doc__sphinx-8265-G2-attack01-r3,2551fe51f4df592f6bfb714a534b051cfc3d18b51aedcaad4f91a8f3076e0a45,f4ae98919ed06a3c1cbc40dd10dcb1b0acda4a0db86e5132ba137e6c910ea53c,True
v2,sphinx-doc__sphinx-8265-G4-attack01-r3,e81c8de10d876a807076ece8dd7c19ce1480fa2a6a4955c157de2d799cab32ac,02cf053b25d1b384d0e133a4ce05b74d07828dc716b888c7da92404a998520e7,True
v2,sphinx-doc__sphinx-8265-G1-clean-r3,f85ab738ce3c11246d89d8b3fd3aed0efb8ddf0827418519e0ef145cc1287161,e5488d672f64e6ac74995099eec67bf89834674f35889ab9f6c6635d538fec88,True
v2,sphinx-doc__sphinx-8265-G2-clean-r3,ede4410afbe7896cc1e5c380aafcc181d6e8102e77726777d5c795efedf1473d,393482b95c70cd2a968c18a799d88116588d46858f5ecf46874c2647d2b7afcf,True
v2,sphinx-doc__sphinx-8265-G4-clean-r3,fae7913b0bfe5a51959cf4bdee14f979f8a0e83c7eedcf15e713f078a12eb2db,6c2b9733745663f900fa6a49bc946f4e353e850ef02a2097e7eaae36c53dd18b,True
v2,sympy__sympy-12481-G1-clean-r1,029079abacd04b460c44041323a5bbb210df18b0b4462ef9c3cad0106984f9b4,09665d45e04c0c130e0cc6c2918b88218bea125cba3804024ee734467c504bb8,True
v2,sympy__sympy-12481-G2-clean-r1,fdaa80c2da241e2aa3265645acd6c77856f3c1621226a5dc820d1420ca6c8dda,b9d3f75aa15b817008b7843f6f4669687735b91977c49dd922cb040300bb8fe9,True
v2,sympy__sympy-12481-G4-clean-r1,e08d5e70a3ad341f047ffd6a7c884754e15020c142f8471d4ec2b0f59d93d611,92a39c2f7d9a18cafc9999b920d1264f022003be65ccc0b05237c97846b33d9a,True
v2,sympy__sympy-12481-G1-attack01-r1,16d4b2d2fdfd3414eaa470e5bd530b4d8da295d964449e9c8db0d8ff1a29c12f,df58b59ebb9b5fa7b1b855188539018ce3583475f6873186888651330dbda07a,True
v2,sympy__sympy-12481-G2-attack01-r1,5c832df971fc78a5e024db100573ba668de51a1cb422a2728b269aa4398fa382,c4942293d595a417c481f8f7eb3e60069df482d794a91e78938ece3216e70af4,True
v2,sympy__sympy-12481-G4-attack01-r1,69259af29705940b24aa3559e9e9c530df17e8f4892214fd0f389e431c5b62f0,313a56ce344483cd2bbe92139416d1c18782a8c537a4b10924c26639f778a8fd,True
v2,sympy__sympy-12481-G1-attack01-r2,85efd8b3be22789a8e678d95303066b1989916d2cba06fc2bc7ae9b14187c4f5,41373cdb8809dcff6bd6a1e93fa2dfc0175775360d6a6b9f23320773c6f52b11,True
v2,sympy__sympy-12481-G2-attack01-r2,45956d66e4009bea6f3c9778ee45989d34346e75f1ad2a1e7e6579dd0f49a7c5,b0edf793126c9e3533ff80a8811199ef8cd90ba63c7a26c0c147c1d987bdde3b,True
v2,sympy__sympy-12481-G4-attack01-r2,d1c37f215407ae99beb0c6c0bb4e445cfc1474ae49a4972661bf89cf698773a6,564fb3604d6422e84d815e025b357554e8983f30ffb4baca7a9233d111219808,True
v2,sympy__sympy-12481-G1-clean-r2,c0bba33e8b9a144f0c30328c59f9adf0e3f9da545ef969f13ebddf2fbaef3051,3100dc621900b7ee846f5c29356ba9dfead6560a6fc3d8e87a4f654684f4eae0,True
v2,sympy__sympy-12481-G2-clean-r2,a9db439e29c50d0cd589fe781ab0525593902197ecb1969a3bb4361b37fb4a63,bc00a45e44bc0f256743b9e96edf328c6254287d50c50f8b01358dd5e792e8a0,True
v2,sympy__sympy-12481-G4-clean-r2,827b7bfd8c4c17684bcb8e0f7ba162a605b0eda6e300d144110a85f885723097,4999c906ad5abe38d1659e0458ccb1251143629824cd6993409363a3dae1357c,True
v2,sympy__sympy-12481-G1-clean-r3,1417474e03ab0976675d62dd54ff0698c665e8dbdd9f308ca58a35ed04115f2c,759237d1c972787461f2030610b788d575f45ae0396e005a694fde4004ff276f,True
v2,sympy__sympy-12481-G2-clean-r3,ed0f67528f6d0252ea8d336d2fb475c5c8c0cd49131de56ff585b3bb43b61cde,aa2f6c71aadd10cc162449421b52fd13307bed297223520977df3b91925e63ec,True
v2,sympy__sympy-12481-G4-clean-r3,d48cb10945fd85b37855ddca417fcff0fbcb0ff17bbfe4014b7939dad290e915,ea8c1575a33f2852a3504239e12e236f33b8c535b00db9c3615c75fad81f9862,True
v2,sympy__sympy-12481-G1-attack01-r3,36db4ebd2a671f48a36d2bbf3a1a43a4610737cc699e0de891d82a72d166b0e1,43bdf649ff148b062bbf9baf8defb1cf8a5c22d9397b1791c8da8bea6221d80a,True
v2,sympy__sympy-12481-G2-attack01-r3,5ad218588e4e200f74cc62ab44ee64538db2c9c69f71e9020e6897bd51810625,b327fc7c560c144358168c4316a280aa0ea1d5b5a3beab0bf8419ca4095d1697,True
v2,sympy__sympy-12481-G4-attack01-r3,3241bf65f2d9d69150aeee775090659f189dcb9c7afc188faccc17997d53ca3a,8b1ab6cb1ac6455263aad78d6a77312691081ecbd12ec6126ad2a00899353b4e,True
